Winner,Loser,Date
TSM,MME,8/30/2012
TSM,MME,8/30/2012
TSM,CRS,8/30/2012
TSM,CRS,8/30/2012
CRS,TSM,8/30/2012
TSM,DIG,8/30/2012
TSM,DIG,8/30/2012
CRS,EVO,8/30/2012
CRS,EVO,8/30/2012
DIG,TD,8/30/2012
DIG,TD,8/30/2012
DIG,CLG,8/30/2012
DIG,CLG,8/30/2012
CLG,LGN,8/30/2012
CLG,LGN,8/30/2012
LGN,CLG,8/30/2012
CLG,CRS,8/30/2012
CLG,CRS,8/30/2012
